datetime,home_team_name,away_team_name,match_status,home_team_score,away_team_score,home_team_run_rate,away_team_run_rate,attendance,referee,venue,home_team_bats_1_batsman,home_team_bats_1_status,home_team_bats_1_runs,home_team_bats_1_balls,home_team_bats_1_minutes,home_team_bats_1_fours,home_team_bats_1_sixes,home_team_bats_1_strike_rate,home_team_bats_2_batsman,home_team_bats_2_status,home_team_bats_2_runs,home_team_bats_2_balls,home_team_bats_2_minutes,home_team_bats_2_fours,home_team_bats_2_sixes,home_team_bats_2_strike_rate,home_team_bats_3_batsman,home_team_bats_3_status,home_team_bats_3_runs,home_team_bats_3_balls,home_team_bats_3_minutes,home_team_bats_3_fours,home_team_bats_3_sixes,home_team_bats_3_strike_rate,home_team_bats_4_batsman,home_team_bats_4_status,home_team_bats_4_runs,home_team_bats_4_balls,home_team_bats_4_minutes,home_team_bats_4_fours,home_team_bats_4_sixes,home_team_bats_4_strike_rate,home_team_bats_5_batsman,home_team_bats_5_status,home_team_bats_5_runs,home_team_bats_5_balls,home_team_bats_5_minutes,home_team_bats_5_fours,home_team_bats_5_sixes,home_team_bats_5_strike_rate,home_team_bats_6_batsman,home_team_bats_6_status,home_team_bats_6_runs,home_team_bats_6_balls,home_team_bats_6_minutes,home_team_bats_6_fours,home_team_bats_6_sixes,home_team_bats_6_strike_rate,home_team_bats_7_batsman,home_team_bats_7_status,home_team_bats_7_runs,home_team_bats_7_balls,home_team_bats_7_minutes,home_team_bats_7_fours,home_team_bats_7_sixes,home_team_bats_7_strike_rate,home_team_bats_8_batsman,home_team_bats_8_status,home_team_bats_8_runs,home_team_bats_8_balls,home_team_bats_8_minutes,home_team_bats_8_fours,home_team_bats_8_sixes,home_team_bats_8_strike_rate,home_team_bats_9_batsman,home_team_bats_9_status,home_team_bats_9_runs,home_team_bats_9_balls,home_team_bats_9_minutes,home_team_bats_9_fours,home_team_bats_9_sixes,home_team_bats_9_strike_rate,home_team_bats_10_batsman,home_team_bats_10_status,home_team_bats_10_runs,home_team_bats_10_balls,home_team_bats_10_minutes,home_team_bats_10_fours,home_team_bats_10_sixes,home_team_bats_10_strike_rate,home_team_bats_11_batsman,home_team_bats_11_status,home_team_bats_11_runs,home_team_bats_11_balls,home_team_bats_11_minutes,home_team_bats_11_fours,home_team_bats_11_sixes,home_team_bats_11_strike_rate,away_team_bats_1_batsman,away_team_bats_1_status,away_team_bats_1_runs,away_team_bats_1_balls,away_team_bats_1_minutes,away_team_bats_1_fours,away_team_bats_1_sixes,away_team_bats_1_strike_rate,away_team_bats_2_batsman,away_team_bats_2_status,away_team_bats_2_runs,away_team_bats_2_balls,away_team_bats_2_minutes,away_team_bats_2_fours,away_team_bats_2_sixes,away_team_bats_2_strike_rate,away_team_bats_3_batsman,away_team_bats_3_status,away_team_bats_3_runs,away_team_bats_3_balls,away_team_bats_3_minutes,away_team_bats_3_fours,away_team_bats_3_sixes,away_team_bats_3_strike_rate,away_team_bats_4_batsman,away_team_bats_4_status,away_team_bats_4_runs,away_team_bats_4_balls,away_team_bats_4_minutes,away_team_bats_4_fours,away_team_bats_4_sixes,away_team_bats_4_strike_rate,away_team_bats_5_batsman,away_team_bats_5_status,away_team_bats_5_runs,away_team_bats_5_balls,away_team_bats_5_minutes,away_team_bats_5_fours,away_team_bats_5_sixes,away_team_bats_5_strike_rate,away_team_bats_6_batsman,away_team_bats_6_status,away_team_bats_6_runs,away_team_bats_6_balls,away_team_bats_6_minutes,away_team_bats_6_fours,away_team_bats_6_sixes,away_team_bats_6_strike_rate,away_team_bats_7_batsman,away_team_bats_7_status,away_team_bats_7_runs,away_team_bats_7_balls,away_team_bats_7_minutes,away_team_bats_7_fours,away_team_bats_7_sixes,away_team_bats_7_strike_rate,away_team_bats_8_batsman,away_team_bats_8_status,away_team_bats_8_runs,away_team_bats_8_balls,away_team_bats_8_minutes,away_team_bats_8_fours,away_team_bats_8_sixes,away_team_bats_8_strike_rate,away_team_bats_9_batsman,away_team_bats_9_status,away_team_bats_9_runs,away_team_bats_9_balls,away_team_bats_9_minutes,away_team_bats_9_fours,away_team_bats_9_sixes,away_team_bats_9_strike_rate,away_team_bats_10_batsman,away_team_bats_10_status,away_team_bats_10_runs,away_team_bats_10_balls,away_team_bats_10_minutes,away_team_bats_10_fours,away_team_bats_10_sixes,away_team_bats_10_strike_rate,away_team_bats_11_batsman,away_team_bats_11_status,away_team_bats_11_runs,away_team_bats_11_balls,away_team_bats_11_minutes,away_team_bats_11_fours,away_team_bats_11_sixes,away_team_bats_11_strike_rate,home_team_bats_extras_status,home_team_bats_extras_runs,home_team_bats_extras_balls,home_team_bats_extras_minutes,home_team_bats_extras_fours,home_team_bats_extras_sixes,home_team_bats_extras_strike_rate,away_team_bats_extras_status,away_team_bats_extras_runs,away_team_bats_extras_balls,away_team_bats_extras_minutes,away_team_bats_extras_fours,away_team_bats_extras_sixes,away_team_bats_extras_strike_rate,home_team_bats_total_overs,home_team_bats_total_runs,away_team_bats_total_overs,away_team_bats_total_runs,home_team_bowl_1_bowler,home_team_bowl_1_overs,home_team_bowl_1_maidens,home_team_bowl_1_runs_conceded,home_team_bowl_1_wickets,home_team_bowl_1_runs_conceded_per_over,home_team_bowl_2_bowler,home_team_bowl_2_overs,home_team_bowl_2_maidens,home_team_bowl_2_runs_conceded,home_team_bowl_2_wickets,home_team_bowl_2_runs_conceded_per_over,home_team_bowl_3_bowler,home_team_bowl_3_overs,home_team_bowl_3_maidens,home_team_bowl_3_runs_conceded,home_team_bowl_3_wickets,home_team_bowl_3_runs_conceded_per_over,home_team_bowl_4_bowler,home_team_bowl_4_overs,home_team_bowl_4_maidens,home_team_bowl_4_runs_conceded,home_team_bowl_4_wickets,home_team_bowl_4_runs_conceded_per_over,home_team_bowl_5_bowler,home_team_bowl_5_overs,home_team_bowl_5_maidens,home_team_bowl_5_runs_conceded,home_team_bowl_5_wickets,home_team_bowl_5_runs_conceded_per_over,home_team_bowl_6_bowler,home_team_bowl_6_overs,home_team_bowl_6_maidens,home_team_bowl_6_runs_conceded,home_team_bowl_6_wickets,home_team_bowl_6_runs_conceded_per_over,home_team_bowl_7_bowler,home_team_bowl_7_overs,home_team_bowl_7_maidens,home_team_bowl_7_runs_conceded,home_team_bowl_7_wickets,home_team_bowl_7_runs_conceded_per_over,home_team_bowl_8_bowler,home_team_bowl_8_overs,home_team_bowl_8_maidens,home_team_bowl_8_runs_conceded,home_team_bowl_8_wickets,home_team_bowl_8_runs_conceded_per_over,home_team_bowl_9_bowler,home_team_bowl_9_overs,home_team_bowl_9_maidens,home_team_bowl_9_runs_conceded,home_team_bowl_9_wickets,home_team_bowl_9_runs_conceded_per_over,home_team_bowl_10_bowler,home_team_bowl_10_overs,home_team_bowl_10_maidens,home_team_bowl_10_runs_conceded,home_team_bowl_10_wickets,home_team_bowl_10_runs_conceded_per_over,home_team_bowl_11_bowler,home_team_bowl_11_overs,home_team_bowl_11_maidens,home_team_bowl_11_runs_conceded,home_team_bowl_11_wickets,home_team_bowl_11_runs_conceded_per_over,away_team_bowl_1_bowler,away_team_bowl_1_overs,away_team_bowl_1_maidens,away_team_bowl_1_runs_conceded,away_team_bowl_1_wickets,away_team_bowl_1_runs_conceded_per_over,away_team_bowl_2_bowler,away_team_bowl_2_overs,away_team_bowl_2_maidens,away_team_bowl_2_runs_conceded,away_team_bowl_2_wickets,away_team_bowl_2_runs_conceded_per_over,away_team_bowl_3_bowler,away_team_bowl_3_overs,away_team_bowl_3_maidens,away_team_bowl_3_runs_conceded,away_team_bowl_3_wickets,away_team_bowl_3_runs_conceded_per_over,away_team_bowl_4_bowler,away_team_bowl_4_overs,away_team_bowl_4_maidens,away_team_bowl_4_runs_conceded,away_team_bowl_4_wickets,away_team_bowl_4_runs_conceded_per_over,away_team_bowl_5_bowler,away_team_bowl_5_overs,away_team_bowl_5_maidens,away_team_bowl_5_runs_conceded,away_team_bowl_5_wickets,away_team_bowl_5_runs_conceded_per_over,away_team_bowl_6_bowler,away_team_bowl_6_overs,away_team_bowl_6_maidens,away_team_bowl_6_runs_conceded,away_team_bowl_6_wickets,away_team_bowl_6_runs_conceded_per_over,away_team_bowl_7_bowler,away_team_bowl_7_overs,away_team_bowl_7_maidens,away_team_bowl_7_runs_conceded,away_team_bowl_7_wickets,away_team_bowl_7_runs_conceded_per_over,away_team_bowl_8_bowler,away_team_bowl_8_overs,away_team_bowl_8_maidens,away_team_bowl_8_runs_conceded,away_team_bowl_8_wickets,away_team_bowl_8_runs_conceded_per_over,away_team_bowl_9_bowler,away_team_bowl_9_overs,away_team_bowl_9_maidens,away_team_bowl_9_runs_conceded,away_team_bowl_9_wickets,away_team_bowl_9_runs_conceded_per_over,away_team_bowl_10_bowler,away_team_bowl_10_overs,away_team_bowl_10_maidens,away_team_bowl_10_runs_conceded,away_team_bowl_10_wickets,away_team_bowl_10_runs_conceded_per_over,away_team_bowl_11_bowler,away_team_bowl_11_overs,away_team_bowl_11_maidens,away_team_bowl_11_runs_conceded,away_team_bowl_11_wickets,away_team_bowl_11_runs_conceded_per_over,home_team_partnership_1_partnership,home_team_partnership_1_runs,home_team_partnership_1_minutes,home_team_partnership_1_balls,home_team_partnership_1_strike_rate,home_team_partnership_2_partnership,home_team_partnership_2_runs,home_team_partnership_2_minutes,home_team_partnership_2_balls,home_team_partnership_2_strike_rate,home_team_partnership_3_partnership,home_team_partnership_3_runs,home_team_partnership_3_minutes,home_team_partnership_3_balls,home_team_partnership_3_strike_rate,home_team_partnership_4_partnership,home_team_partnership_4_runs,home_team_partnership_4_minutes,home_team_partnership_4_balls,home_team_partnership_4_strike_rate,home_team_partnership_5_partnership,home_team_partnership_5_runs,home_team_partnership_5_minutes,home_team_partnership_5_balls,home_team_partnership_5_strike_rate,home_team_partnership_6_partnership,home_team_partnership_6_runs,home_team_partnership_6_minutes,home_team_partnership_6_balls,home_team_partnership_6_strike_rate,home_team_partnership_7_partnership,home_team_partnership_7_runs,home_team_partnership_7_minutes,home_team_partnership_7_balls,home_team_partnership_7_strike_rate,home_team_partnership_8_partnership,home_team_partnership_8_runs,home_team_partnership_8_minutes,home_team_partnership_8_balls,home_team_partnership_8_strike_rate,home_team_partnership_9_partnership,home_team_partnership_9_runs,home_team_partnership_9_minutes,home_team_partnership_9_balls,home_team_partnership_9_strike_rate,home_team_partnership_10_partnership,home_team_partnership_10_runs,home_team_partnership_10_minutes,home_team_partnership_10_balls,home_team_partnership_10_strike_rate,home_team_partnership_11_partnership,home_team_partnership_11_runs,home_team_partnership_11_minutes,home_team_partnership_11_balls,home_team_partnership_11_strike_rate,away_team_partnership_1_partnership,away_team_partnership_1_runs,away_team_partnership_1_minutes,away_team_partnership_1_balls,away_team_partnership_1_strike_rate,away_team_partnership_2_partnership,away_team_partnership_2_runs,away_team_partnership_2_minutes,away_team_partnership_2_balls,away_team_partnership_2_strike_rate,away_team_partnership_3_partnership,away_team_partnership_3_runs,away_team_partnership_3_minutes,away_team_partnership_3_balls,away_team_partnership_3_strike_rate,away_team_partnership_4_partnership,away_team_partnership_4_runs,away_team_partnership_4_minutes,away_team_partnership_4_balls,away_team_partnership_4_strike_rate,away_team_partnership_5_partnership,away_team_partnership_5_runs,away_team_partnership_5_minutes,away_team_partnership_5_balls,away_team_partnership_5_strike_rate,away_team_partnership_6_partnership,away_team_partnership_6_runs,away_team_partnership_6_minutes,away_team_partnership_6_balls,away_team_partnership_6_strike_rate,away_team_partnership_7_partnership,away_team_partnership_7_runs,away_team_partnership_7_minutes,away_team_partnership_7_balls,away_team_partnership_7_strike_rate,away_team_partnership_8_partnership,away_team_partnership_8_runs,away_team_partnership_8_minutes,away_team_partnership_8_balls,away_team_partnership_8_strike_rate,away_team_partnership_9_partnership,away_team_partnership_9_runs,away_team_partnership_9_minutes,away_team_partnership_9_balls,away_team_partnership_9_strike_rate,away_team_partnership_10_partnership,away_team_partnership_10_runs,away_team_partnership_10_minutes,away_team_partnership_10_balls,away_team_partnership_10_strike_rate,away_team_partnership_11_partnership,away_team_partnership_11_runs,away_team_partnership_11_minutes,away_team_partnership_11_balls,away_team_partnership_11_strike_rate,home_team_fall_of_wickets_1_ball,home_team_fall_of_wickets_1_batsman,home_team_fall_of_wickets_1_status,home_team_fall_of_wickets_1_current_score,home_team_fall_of_wickets_2_ball,home_team_fall_of_wickets_2_batsman,home_team_fall_of_wickets_2_status,home_team_fall_of_wickets_2_current_score,home_team_fall_of_wickets_3_ball,home_team_fall_of_wickets_3_batsman,home_team_fall_of_wickets_3_status,home_team_fall_of_wickets_3_current_score,home_team_fall_of_wickets_4_ball,home_team_fall_of_wickets_4_batsman,home_team_fall_of_wickets_4_status,home_team_fall_of_wickets_4_current_score,home_team_fall_of_wickets_5_ball,home_team_fall_of_wickets_5_batsman,home_team_fall_of_wickets_5_status,home_team_fall_of_wickets_5_current_score,home_team_fall_of_wickets_6_ball,home_team_fall_of_wickets_6_batsman,home_team_fall_of_wickets_6_status,home_team_fall_of_wickets_6_current_score,home_team_fall_of_wickets_7_ball,home_team_fall_of_wickets_7_batsman,home_team_fall_of_wickets_7_status,home_team_fall_of_wickets_7_current_score,home_team_fall_of_wickets_8_ball,home_team_fall_of_wickets_8_batsman,home_team_fall_of_wickets_8_status,home_team_fall_of_wickets_8_current_score,home_team_fall_of_wickets_9_ball,home_team_fall_of_wickets_9_batsman,home_team_fall_of_wickets_9_status,home_team_fall_of_wickets_9_current_score,home_team_fall_of_wickets_10_ball,home_team_fall_of_wickets_10_batsman,home_team_fall_of_wickets_10_status,home_team_fall_of_wickets_10_current_score,home_team_fall_of_wickets_11_ball,home_team_fall_of_wickets_11_batsman,home_team_fall_of_wickets_11_status,home_team_fall_of_wickets_11_current_score,away_team_fall_of_wickets_1_ball,away_team_fall_of_wickets_1_batsman,away_team_fall_of_wickets_1_status,away_team_fall_of_wickets_1_current_score,away_team_fall_of_wickets_2_ball,away_team_fall_of_wickets_2_batsman,away_team_fall_of_wickets_2_status,away_team_fall_of_wickets_2_current_score,away_team_fall_of_wickets_3_ball,away_team_fall_of_wickets_3_batsman,away_team_fall_of_wickets_3_status,away_team_fall_of_wickets_3_current_score,away_team_fall_of_wickets_4_ball,away_team_fall_of_wickets_4_batsman,away_team_fall_of_wickets_4_status,away_team_fall_of_wickets_4_current_score,away_team_fall_of_wickets_5_ball,away_team_fall_of_wickets_5_batsman,away_team_fall_of_wickets_5_status,away_team_fall_of_wickets_5_current_score,away_team_fall_of_wickets_6_ball,away_team_fall_of_wickets_6_batsman,away_team_fall_of_wickets_6_status,away_team_fall_of_wickets_6_current_score,away_team_fall_of_wickets_7_ball,away_team_fall_of_wickets_7_batsman,away_team_fall_of_wickets_7_status,away_team_fall_of_wickets_7_current_score,away_team_fall_of_wickets_8_ball,away_team_fall_of_wickets_8_batsman,away_team_fall_of_wickets_8_status,away_team_fall_of_wickets_8_current_score,away_team_fall_of_wickets_9_ball,away_team_fall_of_wickets_9_batsman,away_team_fall_of_wickets_9_status,away_team_fall_of_wickets_9_current_score,away_team_fall_of_wickets_10_ball,away_team_fall_of_wickets_10_batsman,away_team_fall_of_wickets_10_status,away_team_fall_of_wickets_10_current_score,away_team_fall_of_wickets_11_ball,away_team_fall_of_wickets_11_batsman,away_team_fall_of_wickets_11_status,away_team_fall_of_wickets_11_current_score
"2019-01-05 11:30:00","Perth Scorchers","Brisbane Heat","Brisbane Heat won by 5 wickets.",135/6,139/5,6.75,7.58,0,"Stratford B. (Aus)","WACA Ground (Perth)","Klinger M.","st_ Peirson J. _b_ Rahman M.",26,29,40,3,0,89.66,"Bancroft C.","c_ McCullum B. _b_ Cutting B.",24,26,35,0,2,92.31,"Marsh M.","c_ Lynn C. _b_ Rahman M.",11,17,25,0,0,64.71,"Turner A.","c_ Ross A. _b_ Cutting B.",47,30,52,4,1,156.67,"Cartwright H.","b_ Doggett B.",2,5,5,0,0,40,"Agar A.","c_ McCullum B. _b_ Pattinson J.",11,12,22,1,0,91.67,"Coulter-Nile N.","not out",2,2,6,0,0,100,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,"Bryant M.","c_ Kelly M. _b_ Coulter-Nile N.",11,5,10,1,1,220,"McCullum B.","c_ Kelly M. _b_ Coulter-Nile N.",14,11,24,2,0,127.27,"Lynn C.","c_ Klinger M. _b_ Richardson J.",33,34,35,6,0,97.06,"Renshaw M.","lbw_ Behrendorff J.",18,15,26,3,0,120,"Burns J.","not out",20,25,34,1,1,80,"Peirson J.","b_ Coulter-Nile N.",4,4,5,0,0,100,"Cutting B.","not out",26,16,24,2,2,162.5,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,"w_ 6, _nb_ 1, _lb_ 5",12,0,0,0,0,0,"w_ 7, _lb_ 6",13,0,0,0,0,0,20,135/6,18.2,139/5,"Cutting B.",4,0,42,2,10.5,"Pattinson J.",4,0,30,1,7.5,"Doggett B.",4,0,23,1,5.75,"Lalor J.",4,0,25,0,6.25,"Rahman M.",4,0,10,2,2.5,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,"Agar A.",3,0,19,0,6.33,"Coulter-Nile N.",4,0,25,3,6.25,"Tye A.",3.2,0,11,0,3.3,"Richardson J.",4,0,50,1,12.5,"Behrendorff J.",4,0,28,1,7,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,"Klinger M. / Bancroft C.",56,35,51,109.8,"Marsh M. / Klinger M.",3,5,5,60,"Marsh M. / Turner A.",28,20,29,96.55,"Cartwright H. / Turner A.",3,5,6,50,"Agar A. / Turner A.",30,22,23,130.43,"Coulter-Nile N. / Turner A.",15,6,7,214.29,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"McCullum B. / Bryant M.",19,10,11,172.73,"McCullum B. / Lynn C.",22,14,20,110,"Lynn C. / Renshaw M.",39,19,31,125.81,"Burns J. / Renshaw M.",7,7,7,100,"Burns J. / Peirson J.",5,5,5,100,"Cutting B. / Burns J.",47,24,36,130.56,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,8.3,"Bancroft C.","c_McCullum B._b_Cutting B.",56/1,9.2,"Klinger M.","st_Peirson J._b_Rahman M.",59/2,14.1,"Marsh M.","c_Lynn C._b_Rahman M.",87/3,15.1,"Cartwright H.","b_Doggett B.",90/4,18.5,"Agar A.","c_McCullum B._b_Pattinson J.",120/5,19.5,"Turner A.","c_Ross A._b_Cutting B.",134/6,0,,,,0,,,,0,,,,0,,,,0,,,,1.5,"Bryant M.","c_Kelly M._b_Coulter-Nile N.",19/1,5.1,"McCullum B.","c_Kelly M._b_Coulter-Nile N.",41/2,10.2,"Lynn C.","c_Klinger M._b_Richardson J.",80/3,11.3,"Renshaw M.","lbw_Behrendorff J.",87/4,12.2,"Peirson J.","b_Coulter-Nile N.",92/5,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
"2019-01-03 09:15:00","Melbourne Renegades","Adelaide Strikers","Adelaide Strikers won by 32 runs.",126/9,158/6,6.3,7.9,0,"Talalla D. (Aus)","GMHBA Stadium (Geelong)","Harvey M.","c_ Carey A. _b_ Stanlake B.",1,5,8,0,0,20,"White C.","lbw_ Khan R.",17,22,32,1,0,77.27,"Harper S.","c_ Carey A. _b_ Neser M.",1,3,4,0,0,33.33,"Cooper T.","c_ Ingram C. _b_ O'Connor L.",16,12,15,1,1,133.33,"Webster B.","c_ Khan R. _b_ Neser M.",33,36,54,2,0,91.67,"Nabi M.","b_ O'Connor L.",2,4,6,0,0,50,"Christian D.","b_ Ingram C.",3,4,5,0,0,75,"Wildermuth J.","b_ Stanlake B.",24,20,24,1,1,120,"Boyce C.","lbw_ Laughlin B.",18,8,10,1,2,225,"Richardson K.","not out",4,4,7,0,0,100,"Shinwari U.","not out",3,2,3,0,0,150,"Carey A.","c_ Webster B. _b_ Boyce C.",16,21,32,1,0,76.19,"Weatherald J.","run out_ Shinwari U.",71,43,64,6,3,165.12,"Ingram C.","c_ White C. _b_ Boyce C.",6,10,11,1,0,60,"Short M.","run out_ Wildermuth J.",1,5,6,0,0,20,"Wells J.","not out",22,22,40,1,0,100,"Lehmann J.","c_ & _b_ Christian D.",2,6,8,0,0,33.33,"Neser M.","lbw_ Shinwari U.",13,7,8,2,0,185.71,"Khan R.","not out",21,7,11,2,2,300,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,"w_ 3, _lb_ 1",4,0,0,0,0,0,"b_ 3, _nb_ 1, _lb_ 2",6,0,0,0,0,0,20,126/9,20,158/6,"Ingram C.",3,0,20,1,6.67,"Neser M.",3,0,10,2,3.33,"Khan R.",4,0,18,1,4.5,"O'Connor L.",4,0,21,2,5.25,"Laughlin B.",2,0,29,1,14.5,"Stanlake B.",4,0,27,2,6.75,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,"Cooper T.",1,0,13,0,13,"Nabi M.",3,0,22,0,7.33,"Christian D.",2,0,7,1,3.5,"Wildermuth J.",2,0,20,0,10,"Boyce C.",4,0,16,2,4,"Richardson K.",4,0,35,0,8.75,"Shinwari U.",4,0,40,1,10,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,"White C. / Harvey M.",8,8,15,53.33,"White C. / Harper S.",1,4,4,25,"White C. / Cooper T.",23,15,18,127.78,"White C. / Webster B.",8,5,10,80,"Nabi M. / Webster B.",4,6,8,50,"Christian D. / Webster B.",7,5,11,63.64,"Wildermuth J. / Webster B.",40,24,34,117.65,"Boyce C. / Webster B.",24,10,12,200,"Richardson K. / Webster B.",6,4,4,150,"Richardson K. / Shinwari U.",5,3,4,125,,0,0,0,0,"Weatherald J. / Carey A.",60,32,44,136.36,"Ingram C. / Weatherald J.",18,11,16,112.5,"Short M. / Weatherald J.",8,6,7,114.29,"Wells J. / Weatherald J.",18,14,20,90,"Lehmann J. / Weatherald J.",0,1,0,0,"Wells J. / Lehmann J.",5,7,10,50,"Neser M. / Wells J.",18,8,12,150,"Wells J. / Khan R.",31,11,12,258.33,,0,0,0,0,,0,0,0,0,,0,0,0,0,2.3,"Harvey M.","c_Carey A._b_Stanlake B.",8/1,3.1,"Harper S.","c_Carey A._b_Neser M.",9/2,6.1,"Cooper T.","c_Ingram C._b_O'Connor L.",32/3,7.5,"White C.","lbw_Khan R.",40/4,9.1,"Nabi M.","b_O'Connor L.",44/5,10.6,"Christian D.","b_Ingram C.",51/6,16.4,"Wildermuth J.","b_Stanlake B.",91/7,18.4,"Boyce C.","lbw_Laughlin B.",115/8,19.2,"Webster B.","c_Khan R._b_Neser M.",121/9,0,,,,0,,,,7.1,"Carey A.","c_Webster B._b_Boyce C.",60/1,9.5,"Ingram C.","c_White C._b_Boyce C.",78/2,10.6,"Short M.","run out_Wildermuth J.",86/3,14.2,"Weatherald J.","run out_Shinwari U.",104/4,15.6,"Lehmann J.","c_&_b_Christian D.",109/5,17.6,"Neser M.","lbw_Shinwari U.",127/6,0,,,,0,,,,0,,,,0,,,,0,,,
"2018-12-23 09:15:00","Adelaide Strikers","Melbourne Renegades","Melbourne Renegades won by 5 wickets.",174/5,176/5,8.7,9.18,0,"Harper D. (Aus)","Adelaide Oval (Adelaide)","Carey A.","run out_ Cooper T.",5,7,13,0,0,71.43,"Weatherald J.","c_ Nabi M. _b_ Boyce C.",32,28,40,4,1,114.29,"Ingram C.","c_ Ludeman T. _b_ Nabi M.",21,13,17,3,0,161.54,"Short M.","c_ & _b_ Richardson K.",65,41,55,1,5,158.54,"Wells J.","b_ Richardson K.",42,30,42,4,0,140,"Lehmann J.","not out",7,2,3,0,1,350,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,"Harper S.","lbw_ Khan R.",28,25,32,3,1,112,"Ludeman T.","c_ Laughlin B. _b_ Stanlake B.",8,6,6,1,0,133.33,"White C.","lbw_ Khan R.",32,22,30,4,1,145.45,"Smith K.","c_ Carey A. _b_ Stanlake B.",3,5,14,0,0,60,"Cooper T.","c_ Wells J. _b_ Valente C.",0,1,2,0,0,0,"Nabi M.","not out",48,30,41,4,2,160,"Christian D.","not out",49,27,33,3,5,181.48,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,"w_ 1, _nb_ 1",2,0,0,0,0,0,"w_ 1, _nb_ 1, _lb_ 6",8,0,0,0,0,0,20,174/5,19.1,176/5,"Nabi M.",3,0,21,1,7,"Christian D.",1,0,6,0,6,"Wildermuth J.",4,0,34,0,8.5,"Boyce C.",4,0,38,1,9.5,"Richardson K.",4,0,39,2,9.75,"Shinwari U.",4,0,36,0,9,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,"Short M.",2,0,23,0,11.5,"Neser M.",3,0,29,0,9.67,"Khan R.",4,0,13,2,3.25,"Valente C.",3,0,23,1,7.67,"Stanlake B.",4,0,43,2,10.75,"Laughlin B.",3.1,0,39,0,12.32,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,"Weatherald J. / Carey A.",12,13,18,66.67,"Ingram C. / Weatherald J.",34,17,23,147.83,"Short M. / Weatherald J.",17,10,12,141.67,"Wells J. / Short M.",104,42,65,160,"Short M. / Lehmann J.",7,3,3,233.33,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"Ludeman T. / Harper S.",21,6,13,161.54,"White C. / Harper S.",50,26,37,135.14,"White C. / Smith K.",1,4,5,20,"Cooper T. / Smith K.",1,2,2,50,"Nabi M. / Smith K.",9,8,11,81.82,"Christian D. / Nabi M.",94,33,48,195.83,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2.6,"Carey A.","run out_Cooper T.",12/1,6.5,"Ingram C.","c_Ludeman T._b_Nabi M.",46/2,8.5,"Weatherald J.","c_Nabi M._b_Boyce C.",63/3,19.3,"Wells J.","b_Richardson K.",167/4,19.6,"Short M.","c_&_b_Richardson K.",174/5,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2.1,"Ludeman T.","c_Laughlin B._b_Stanlake B.",21/1,8.1,"Harper S.","lbw_Khan R.",71/2,8.6,"White C.","lbw_Khan R.",72/3,9.2,"Cooper T.","c_Wells J._b_Valente C.",73/4,11.1,"Smith K.","c_Carey A._b_Stanlake B.",82/5,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
