datetime,home_team_name,away_team_name,match_status,attendance,referee,venue,pitcher1,pitcher2,home_full_time_result,away_full_time_result,home_team_inning1_result,away_team_inning1_result,home_team_inning2_result,away_team_inning2_result,home_team_inning3_result,away_team_inning3_result,home_team_inning4_result,away_team_inning4_result,home_team_inning5_result,away_team_inning5_result,home_team_inning6_result,away_team_inning6_result,home_team_inning7_result,away_team_inning7_result,home_team_inning8_result,away_team_inning8_result,home_team_inning9_result,away_team_inning9_result,home_team_extra_inning_result,away_team_extra_inning_result,ft_home_team_hits,ft_away_team_hits,ft_home_team_errors,ft_away_team_errors,ft_home_team_2b_double,ft_away_team_2b_double,ft_home_team_3b_triple,ft_away_team_3b_triple,ft_home_team_home_runs,ft_away_team_home_runs,ft_home_team_runs_batted_in,ft_away_team_runs_batted_in,ft_home_team_left_on_base,ft_away_team_left_on_base,ft_home_team_base_on_balls,ft_away_team_base_on_balls,ft_home_team_strikeouts,ft_away_team_strikeouts,ft_home_team_stolen_bases,ft_away_team_stolen_bases,ft_home_team_at_bat,ft_away_team_at_bat,ft_home_team_batting_average,ft_away_team_batting_average,1st_inning_home_team_hits,1st_inning_away_team_hits,1st_inning_home_team_errors,1st_inning_away_team_errors,1st_inning_home_team_2b_double,1st_inning_away_team_2b_double,1st_inning_home_team_3b_triple,1st_inning_away_team_3b_triple,1st_inning_home_team_home_runs,1st_inning_away_team_home_runs,1st_inning_home_team_runs_batted_in,1st_inning_away_team_runs_batted_in,1st_inning_home_team_left_on_base,1st_inning_away_team_left_on_base,1st_inning_home_team_base_on_balls,1st_inning_away_team_base_on_balls,1st_inning_home_team_strikeouts,1st_inning_away_team_strikeouts,1st_inning_home_team_stolen_bases,1st_inning_away_team_stolen_bases,1st_inning_home_team_at_bat,1st_inning_away_team_at_bat,1st_inning_home_team_batting_average,1st_inning_away_team_batting_average,2nd_inning_home_team_hits,2nd_inning_away_team_hits,2nd_inning_home_team_errors,2nd_inning_away_team_errors,2nd_inning_home_team_2b_double,2nd_inning_away_team_2b_double,2nd_inning_home_team_3b_triple,2nd_inning_away_team_3b_triple,2nd_inning_home_team_home_runs,2nd_inning_away_team_home_runs,2nd_inning_home_team_runs_batted_in,2nd_inning_away_team_runs_batted_in,2nd_inning_home_team_left_on_base,2nd_inning_away_team_left_on_base,2nd_inning_home_team_base_on_balls,2nd_inning_away_team_base_on_balls,2nd_inning_home_team_strikeouts,2nd_inning_away_team_strikeouts,2nd_inning_home_team_stolen_bases,2nd_inning_away_team_stolen_bases,2nd_inning_home_team_at_bat,2nd_inning_away_team_at_bat,2nd_inning_home_team_batting_average,2nd_inning_away_team_batting_average,3rd_inning_home_team_hits,3rd_inning_away_team_hits,3rd_inning_home_team_errors,3rd_inning_away_team_errors,3rd_inning_home_team_2b_double,3rd_inning_away_team_2b_double,3rd_inning_home_team_3b_triple,3rd_inning_away_team_3b_triple,3rd_inning_home_team_home_runs,3rd_inning_away_team_home_runs,3rd_inning_home_team_runs_batted_in,3rd_inning_away_team_runs_batted_in,3rd_inning_home_team_left_on_base,3rd_inning_away_team_left_on_base,3rd_inning_home_team_base_on_balls,3rd_inning_away_team_base_on_balls,3rd_inning_home_team_strikeouts,3rd_inning_away_team_strikeouts,3rd_inning_home_team_stolen_bases,3rd_inning_away_team_stolen_bases,3rd_inning_home_team_at_bat,3rd_inning_away_team_at_bat,3rd_inning_home_team_batting_average,3rd_inning_away_team_batting_average,4th_inning_home_team_hits,4th_inning_away_team_hits,4th_inning_home_team_errors,4th_inning_away_team_errors,4th_inning_home_team_2b_double,4th_inning_away_team_2b_double,4th_inning_home_team_3b_triple,4th_inning_away_team_3b_triple,4th_inning_home_team_home_runs,4th_inning_away_team_home_runs,4th_inning_home_team_runs_batted_in,4th_inning_away_team_runs_batted_in,4th_inning_home_team_left_on_base,4th_inning_away_team_left_on_base,4th_inning_home_team_base_on_balls,4th_inning_away_team_base_on_balls,4th_inning_home_team_strikeouts,4th_inning_away_team_strikeouts,4th_inning_home_team_stolen_bases,4th_inning_away_team_stolen_bases,4th_inning_home_team_at_bat,4th_inning_away_team_at_bat,4th_inning_home_team_batting_average,4th_inning_away_team_batting_average,5th_inning_home_team_hits,5th_inning_away_team_hits,5th_inning_home_team_errors,5th_inning_away_team_errors,5th_inning_home_team_2b_double,5th_inning_away_team_2b_double,5th_inning_home_team_3b_triple,5th_inning_away_team_3b_triple,5th_inning_home_team_home_runs,5th_inning_away_team_home_runs,5th_inning_home_team_runs_batted_in,5th_inning_away_team_runs_batted_in,5th_inning_home_team_left_on_base,5th_inning_away_team_left_on_base,5th_inning_home_team_base_on_balls,5th_inning_away_team_base_on_balls,5th_inning_home_team_strikeouts,5th_inning_away_team_strikeouts,5th_inning_home_team_stolen_bases,5th_inning_away_team_stolen_bases,5th_inning_home_team_at_bat,5th_inning_away_team_at_bat,5th_inning_home_team_batting_average,5th_inning_away_team_batting_average,6th_inning_home_team_hits,6th_inning_away_team_hits,6th_inning_home_team_errors,6th_inning_away_team_errors,6th_inning_home_team_2b_double,6th_inning_away_team_2b_double,6th_inning_home_team_3b_triple,6th_inning_away_team_3b_triple,6th_inning_home_team_home_runs,6th_inning_away_team_home_runs,6th_inning_home_team_runs_batted_in,6th_inning_away_team_runs_batted_in,6th_inning_home_team_left_on_base,6th_inning_away_team_left_on_base,6th_inning_home_team_base_on_balls,6th_inning_away_team_base_on_balls,6th_inning_home_team_strikeouts,6th_inning_away_team_strikeouts,6th_inning_home_team_stolen_bases,6th_inning_away_team_stolen_bases,6th_inning_home_team_at_bat,6th_inning_away_team_at_bat,6th_inning_home_team_batting_average,6th_inning_away_team_batting_average,7th_inning_home_team_hits,7th_inning_away_team_hits,7th_inning_home_team_errors,7th_inning_away_team_errors,7th_inning_home_team_2b_double,7th_inning_away_team_2b_double,7th_inning_home_team_3b_triple,7th_inning_away_team_3b_triple,7th_inning_home_team_home_runs,7th_inning_away_team_home_runs,7th_inning_home_team_runs_batted_in,7th_inning_away_team_runs_batted_in,7th_inning_home_team_left_on_base,7th_inning_away_team_left_on_base,7th_inning_home_team_base_on_balls,7th_inning_away_team_base_on_balls,7th_inning_home_team_strikeouts,7th_inning_away_team_strikeouts,7th_inning_home_team_stolen_bases,7th_inning_away_team_stolen_bases,7th_inning_home_team_at_bat,7th_inning_away_team_at_bat,7th_inning_home_team_batting_average,7th_inning_away_team_batting_average,8th_inning_home_team_hits,8th_inning_away_team_hits,8th_inning_home_team_errors,8th_inning_away_team_errors,8th_inning_home_team_2b_double,8th_inning_away_team_2b_double,8th_inning_home_team_3b_triple,8th_inning_away_team_3b_triple,8th_inning_home_team_home_runs,8th_inning_away_team_home_runs,8th_inning_home_team_runs_batted_in,8th_inning_away_team_runs_batted_in,8th_inning_home_team_left_on_base,8th_inning_away_team_left_on_base,8th_inning_home_team_base_on_balls,8th_inning_away_team_base_on_balls,8th_inning_home_team_strikeouts,8th_inning_away_team_strikeouts,8th_inning_home_team_stolen_bases,8th_inning_away_team_stolen_bases,8th_inning_home_team_at_bat,8th_inning_away_team_at_bat,8th_inning_home_team_batting_average,8th_inning_away_team_batting_average,9th_inning_home_team_hits,9th_inning_away_team_hits,9th_inning_home_team_errors,9th_inning_away_team_errors,9th_inning_home_team_2b_double,9th_inning_away_team_2b_double,9th_inning_home_team_3b_triple,9th_inning_away_team_3b_triple,9th_inning_home_team_home_runs,9th_inning_away_team_home_runs,9th_inning_home_team_runs_batted_in,9th_inning_away_team_runs_batted_in,9th_inning_home_team_left_on_base,9th_inning_away_team_left_on_base,9th_inning_home_team_base_on_balls,9th_inning_away_team_base_on_balls,9th_inning_home_team_strikeouts,9th_inning_away_team_strikeouts,9th_inning_home_team_stolen_bases,9th_inning_away_team_stolen_bases,9th_inning_home_team_at_bat,9th_inning_away_team_at_bat,9th_inning_home_team_batting_average,9th_inning_away_team_batting_average,extra_inning_home_team_hits,extra_inning_away_team_hits,extra_inning_home_team_errors,extra_inning_away_team_errors,extra_inning_home_team_2b_double,extra_inning_away_team_2b_double,extra_inning_home_team_3b_triple,extra_inning_away_team_3b_triple,extra_inning_home_team_home_runs,extra_inning_away_team_home_runs,extra_inning_home_team_runs_batted_in,extra_inning_away_team_runs_batted_in,extra_inning_home_team_left_on_base,extra_inning_away_team_left_on_base,extra_inning_home_team_base_on_balls,extra_inning_away_team_base_on_balls,extra_inning_home_team_strikeouts,extra_inning_away_team_strikeouts,extra_inning_home_team_stolen_bases,extra_inning_away_team_stolen_bases,extra_inning_home_team_at_bat,extra_inning_away_team_at_bat,extra_inning_home_team_batting_average,extra_inning_away_team_batting_average
"2018-06-09 21:00:00","Yakult Swallows","Orix Buffaloes",Finished,25357,,"Meiji Jingu Stadium (Tokyo)","Ogawa Y. [YAK] (W, 8-5)"," Tajima D. [ORI] (L, 6-3)",9,5,3,0,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,4,0,0,10,9,3,0,0,0,0,0,2,1,9,4,0,0,6,1,7,8,0,0,32,37,0.313,0.243,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,0,7,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,4,3,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-06-01 02:00:00","Orix Buffaloes","Yomiuri Giants",Finished,29730,,"Kyocera Dome Osaka (Osaka)","Kuroki Y. [ORI] (L, 1-1)"," Sugano T. [YOM] (W, 15-8)",1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,8,0,1,0,0,0,0,0,0,1,3,0,0,2,5,7,8,0,0,33,33,0.212,0.242,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,3,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-05-19 21:00:00","Orix Buffaloes","Seibu Lions",Finished,15247,,"Kyocera Dome Osaka (Osaka)","Tajima D. [ORI] (W, 6-3)"," Enokida D. [SEI] (L, 11-4)",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,5,0,1,0,0,0,0,1,0,3,0,0,0,2,3,7,8,0,0,31,29,0.226,0.172,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-05-31 02:00:00","Chunichi Dragons","Orix Buffaloes",Finished,23052,,"Nagoya Dome (Nagoya)","Yoshimi K. [CHU] (W, 5-7)"," Nishi Y. [ORI] (L, 10-13)",9,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,4,2,0,0,0,0,15,9,0,0,0,0,0,0,1,1,9,2,0,0,1,1,2,3,2,0,38,31,0.395,0.29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,4,3,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,5,2,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,9,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-08-22 02:00:00","Nippon Ham Fighters","Fukuoka S. Hawks",Finished,41067,,"Sapporo Dome (Sapporo)","Urano H. [NIP] (L, 2-2)"," Suarez R. [FUK] (W, 1-1)",6,9,1,3,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,4,0,0,8,15,1,0,0,0,0,0,2,3,5,9,0,0,5,2,7,4,0,2,31,37,0.258,0.405,1,2,1,0,0,0,0,0,0,1,0,3,0,0,3,0,1,0,0,1,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,2,0,4,0,0,0,1,0,1,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,0,0,0,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-05-18 22:00:00","Chiba Lotte Marines","Fukuoka S. Hawks",Finished,28219,,"ZOZO Marine Stadium (Chiba)","Bolsinger M. [CHI] (W, 14-2)"," Vanden Hurk R. [FUK] (L, 10-7)",8,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,2,1,0,0,0,0,14,7,0,1,0,0,0,0,2,0,7,1,0,0,3,2,1,9,1,1,34,33,0.412,0.212,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,7,3,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,3,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,3,3,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-08 21:00:00","Fukuoka S. Hawks","Orix Buffaloes",Finished,38045,,"PayPay Dome (Fukuoka)","Vanden Hurk R. [FUK] (W, 10-7)"," Nishi Y. [ORI] (L, 10-13)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,0,0,0,0,0,0,1,0,0,0,4,1,6,8,0,0,30,31,0.233,0.194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-07 22:00:00","Seibu Lions","Chiba Lotte Marines",Finished,30031,,"MetLife Dome (Tokorozawa)","Togame K. [SEI] (L, 5-9)"," Bolsinger M. [CHI] (W, 14-2)",9,13,0,5,8,3,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,8,16,2,0,0,0,0,0,1,1,9,13,0,0,9,8,12,7,0,2,34,38,0.235,0.421,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,2,8,0,1,4,3,0,0,0,0,0,0,1,1,8,3,0,0,4,1,1,1,0,0,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,3,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,3,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-06 20:00:00","Chiba Lotte Marines","Yomiuri Giants",Finished,0,,,,,4,10,1,5,0,3,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,9,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-08-31 22:00:00","Orix Buffaloes","Seibu Lions",Finished,28642,,"Kyocera Dome Osaka (Osaka)","Kuroki Y. [ORI] (W, 1-1)"," Heath D. [SEI] (L, 4-1)",10,8,0,0,1,0,0,5,0,3,2,0,0,0,2,0,2,0,3,0,0,0,12,16,0,0,0,0,0,0,4,1,10,8,0,0,6,2,5,6,0,1,32,41,0.375,0.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,5,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,1,0,0,4,7,0,1,1,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,4,6,0,1,1,2,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,3,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,5,3,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-08-08 02:00:00","Hiroshima Carp","Chunichi Dragons",Finished,31321,,"MAZDA Zoom-Zoom Stadium (Hiroshima)","Ichioka R. [HIR] (W, 5-6)"," Rodriguez J. [CHU] (L, 0-3)",7,5,0,0,0,0,1,0,2,3,0,0,2,0,1,2,1,0,0,0,0,0,9,11,0,1,0,0,0,0,0,0,7,5,0,0,6,5,8,7,1,0,32,35,0.281,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,3,0,0,2,4,0,1,0,0,0,0,0,0,1,3,0,0,1,2,2,1,1,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,6,4,0,0,2,3,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-08-10 22:00:00","Fukuoka S. Hawks","Nippon Ham Fighters",Finished,37643,,"PayPay Dome (Fukuoka)","Mori Y. [FUK] (L, 2-4)"," Tonkin M. [NIP] (W, 4-4)",1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,9,8,1,0,0,0,0,0,1,1,1,3,0,0,4,3,3,6,0,0,34,34,0.265,0.235,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-25 02:00:00","Orix Buffaloes","Fukuoka S. Hawks",Finished,19351,,"Kyocera Dome Osaka (Osaka)","Roach D. [ORI] (L, 2-3)"," Higashihama N. [FUK] (W, 7-5)",5,8,0,2,1,0,0,0,0,0,2,4,0,2,0,0,1,0,1,0,0,0,8,15,0,0,0,0,0,0,1,2,5,8,0,0,2,2,4,4,1,0,34,39,0.235,0.385,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,7,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,2,5,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,1,0,0,5,7,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-28 02:00:00","Seibu Lions","Fukuoka S. Hawks",Finished,26042,,"MetLife Dome (Tokorozawa)","Kikuchi Y. [SEI] (W, 14-4)"," Senga K. [FUK] (L, 13-7)",5,3,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,2,0,5,3,0,0,5,3,11,8,0,0,27,35,0.111,0.257,2,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,3,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,0,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
