datetime,home_team_name,away_team_name,match_status,attendance,referee,venue,pitcher1,pitcher2,home_full_time_result,away_full_time_result,home_team_inning1_result,away_team_inning1_result,home_team_inning2_result,away_team_inning2_result,home_team_inning3_result,away_team_inning3_result,home_team_inning4_result,away_team_inning4_result,home_team_inning5_result,away_team_inning5_result,home_team_inning6_result,away_team_inning6_result,home_team_inning7_result,away_team_inning7_result,home_team_inning8_result,away_team_inning8_result,home_team_inning9_result,away_team_inning9_result,home_team_extra_inning_result,away_team_extra_inning_result,ft_home_team_hits,ft_away_team_hits,ft_home_team_errors,ft_away_team_errors,ft_home_team_2b_double,ft_away_team_2b_double,ft_home_team_3b_triple,ft_away_team_3b_triple,ft_home_team_home_runs,ft_away_team_home_runs,ft_home_team_runs_batted_in,ft_away_team_runs_batted_in,ft_home_team_left_on_base,ft_away_team_left_on_base,ft_home_team_base_on_balls,ft_away_team_base_on_balls,ft_home_team_strikeouts,ft_away_team_strikeouts,ft_home_team_stolen_bases,ft_away_team_stolen_bases,ft_home_team_at_bat,ft_away_team_at_bat,ft_home_team_batting_average,ft_away_team_batting_average,1st_inning_home_team_hits,1st_inning_away_team_hits,1st_inning_home_team_errors,1st_inning_away_team_errors,1st_inning_home_team_2b_double,1st_inning_away_team_2b_double,1st_inning_home_team_3b_triple,1st_inning_away_team_3b_triple,1st_inning_home_team_home_runs,1st_inning_away_team_home_runs,1st_inning_home_team_runs_batted_in,1st_inning_away_team_runs_batted_in,1st_inning_home_team_left_on_base,1st_inning_away_team_left_on_base,1st_inning_home_team_base_on_balls,1st_inning_away_team_base_on_balls,1st_inning_home_team_strikeouts,1st_inning_away_team_strikeouts,1st_inning_home_team_stolen_bases,1st_inning_away_team_stolen_bases,1st_inning_home_team_at_bat,1st_inning_away_team_at_bat,1st_inning_home_team_batting_average,1st_inning_away_team_batting_average,2nd_inning_home_team_hits,2nd_inning_away_team_hits,2nd_inning_home_team_errors,2nd_inning_away_team_errors,2nd_inning_home_team_2b_double,2nd_inning_away_team_2b_double,2nd_inning_home_team_3b_triple,2nd_inning_away_team_3b_triple,2nd_inning_home_team_home_runs,2nd_inning_away_team_home_runs,2nd_inning_home_team_runs_batted_in,2nd_inning_away_team_runs_batted_in,2nd_inning_home_team_left_on_base,2nd_inning_away_team_left_on_base,2nd_inning_home_team_base_on_balls,2nd_inning_away_team_base_on_balls,2nd_inning_home_team_strikeouts,2nd_inning_away_team_strikeouts,2nd_inning_home_team_stolen_bases,2nd_inning_away_team_stolen_bases,2nd_inning_home_team_at_bat,2nd_inning_away_team_at_bat,2nd_inning_home_team_batting_average,2nd_inning_away_team_batting_average,3rd_inning_home_team_hits,3rd_inning_away_team_hits,3rd_inning_home_team_errors,3rd_inning_away_team_errors,3rd_inning_home_team_2b_double,3rd_inning_away_team_2b_double,3rd_inning_home_team_3b_triple,3rd_inning_away_team_3b_triple,3rd_inning_home_team_home_runs,3rd_inning_away_team_home_runs,3rd_inning_home_team_runs_batted_in,3rd_inning_away_team_runs_batted_in,3rd_inning_home_team_left_on_base,3rd_inning_away_team_left_on_base,3rd_inning_home_team_base_on_balls,3rd_inning_away_team_base_on_balls,3rd_inning_home_team_strikeouts,3rd_inning_away_team_strikeouts,3rd_inning_home_team_stolen_bases,3rd_inning_away_team_stolen_bases,3rd_inning_home_team_at_bat,3rd_inning_away_team_at_bat,3rd_inning_home_team_batting_average,3rd_inning_away_team_batting_average,4th_inning_home_team_hits,4th_inning_away_team_hits,4th_inning_home_team_errors,4th_inning_away_team_errors,4th_inning_home_team_2b_double,4th_inning_away_team_2b_double,4th_inning_home_team_3b_triple,4th_inning_away_team_3b_triple,4th_inning_home_team_home_runs,4th_inning_away_team_home_runs,4th_inning_home_team_runs_batted_in,4th_inning_away_team_runs_batted_in,4th_inning_home_team_left_on_base,4th_inning_away_team_left_on_base,4th_inning_home_team_base_on_balls,4th_inning_away_team_base_on_balls,4th_inning_home_team_strikeouts,4th_inning_away_team_strikeouts,4th_inning_home_team_stolen_bases,4th_inning_away_team_stolen_bases,4th_inning_home_team_at_bat,4th_inning_away_team_at_bat,4th_inning_home_team_batting_average,4th_inning_away_team_batting_average,5th_inning_home_team_hits,5th_inning_away_team_hits,5th_inning_home_team_errors,5th_inning_away_team_errors,5th_inning_home_team_2b_double,5th_inning_away_team_2b_double,5th_inning_home_team_3b_triple,5th_inning_away_team_3b_triple,5th_inning_home_team_home_runs,5th_inning_away_team_home_runs,5th_inning_home_team_runs_batted_in,5th_inning_away_team_runs_batted_in,5th_inning_home_team_left_on_base,5th_inning_away_team_left_on_base,5th_inning_home_team_base_on_balls,5th_inning_away_team_base_on_balls,5th_inning_home_team_strikeouts,5th_inning_away_team_strikeouts,5th_inning_home_team_stolen_bases,5th_inning_away_team_stolen_bases,5th_inning_home_team_at_bat,5th_inning_away_team_at_bat,5th_inning_home_team_batting_average,5th_inning_away_team_batting_average,6th_inning_home_team_hits,6th_inning_away_team_hits,6th_inning_home_team_errors,6th_inning_away_team_errors,6th_inning_home_team_2b_double,6th_inning_away_team_2b_double,6th_inning_home_team_3b_triple,6th_inning_away_team_3b_triple,6th_inning_home_team_home_runs,6th_inning_away_team_home_runs,6th_inning_home_team_runs_batted_in,6th_inning_away_team_runs_batted_in,6th_inning_home_team_left_on_base,6th_inning_away_team_left_on_base,6th_inning_home_team_base_on_balls,6th_inning_away_team_base_on_balls,6th_inning_home_team_strikeouts,6th_inning_away_team_strikeouts,6th_inning_home_team_stolen_bases,6th_inning_away_team_stolen_bases,6th_inning_home_team_at_bat,6th_inning_away_team_at_bat,6th_inning_home_team_batting_average,6th_inning_away_team_batting_average,7th_inning_home_team_hits,7th_inning_away_team_hits,7th_inning_home_team_errors,7th_inning_away_team_errors,7th_inning_home_team_2b_double,7th_inning_away_team_2b_double,7th_inning_home_team_3b_triple,7th_inning_away_team_3b_triple,7th_inning_home_team_home_runs,7th_inning_away_team_home_runs,7th_inning_home_team_runs_batted_in,7th_inning_away_team_runs_batted_in,7th_inning_home_team_left_on_base,7th_inning_away_team_left_on_base,7th_inning_home_team_base_on_balls,7th_inning_away_team_base_on_balls,7th_inning_home_team_strikeouts,7th_inning_away_team_strikeouts,7th_inning_home_team_stolen_bases,7th_inning_away_team_stolen_bases,7th_inning_home_team_at_bat,7th_inning_away_team_at_bat,7th_inning_home_team_batting_average,7th_inning_away_team_batting_average,8th_inning_home_team_hits,8th_inning_away_team_hits,8th_inning_home_team_errors,8th_inning_away_team_errors,8th_inning_home_team_2b_double,8th_inning_away_team_2b_double,8th_inning_home_team_3b_triple,8th_inning_away_team_3b_triple,8th_inning_home_team_home_runs,8th_inning_away_team_home_runs,8th_inning_home_team_runs_batted_in,8th_inning_away_team_runs_batted_in,8th_inning_home_team_left_on_base,8th_inning_away_team_left_on_base,8th_inning_home_team_base_on_balls,8th_inning_away_team_base_on_balls,8th_inning_home_team_strikeouts,8th_inning_away_team_strikeouts,8th_inning_home_team_stolen_bases,8th_inning_away_team_stolen_bases,8th_inning_home_team_at_bat,8th_inning_away_team_at_bat,8th_inning_home_team_batting_average,8th_inning_away_team_batting_average,9th_inning_home_team_hits,9th_inning_away_team_hits,9th_inning_home_team_errors,9th_inning_away_team_errors,9th_inning_home_team_2b_double,9th_inning_away_team_2b_double,9th_inning_home_team_3b_triple,9th_inning_away_team_3b_triple,9th_inning_home_team_home_runs,9th_inning_away_team_home_runs,9th_inning_home_team_runs_batted_in,9th_inning_away_team_runs_batted_in,9th_inning_home_team_left_on_base,9th_inning_away_team_left_on_base,9th_inning_home_team_base_on_balls,9th_inning_away_team_base_on_balls,9th_inning_home_team_strikeouts,9th_inning_away_team_strikeouts,9th_inning_home_team_stolen_bases,9th_inning_away_team_stolen_bases,9th_inning_home_team_at_bat,9th_inning_away_team_at_bat,9th_inning_home_team_batting_average,9th_inning_away_team_batting_average,extra_inning_home_team_hits,extra_inning_away_team_hits,extra_inning_home_team_errors,extra_inning_away_team_errors,extra_inning_home_team_2b_double,extra_inning_away_team_2b_double,extra_inning_home_team_3b_triple,extra_inning_away_team_3b_triple,extra_inning_home_team_home_runs,extra_inning_away_team_home_runs,extra_inning_home_team_runs_batted_in,extra_inning_away_team_runs_batted_in,extra_inning_home_team_left_on_base,extra_inning_away_team_left_on_base,extra_inning_home_team_base_on_balls,extra_inning_away_team_base_on_balls,extra_inning_home_team_strikeouts,extra_inning_away_team_strikeouts,extra_inning_home_team_stolen_bases,extra_inning_away_team_stolen_bases,extra_inning_home_team_at_bat,extra_inning_away_team_at_bat,extra_inning_home_team_batting_average,extra_inning_away_team_batting_average
"2018-03-13 21:00:00","Hiroshima Carp","Nippon Ham Fighters",Finished,0,,"MAZDA Zoom-Zoom Stadium (Hiroshim",,,1,4,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-08-14 02:00:00","Nippon Ham Fighters","Chiba Lotte Marines",Finished,30449,,"Sapporo Dome (Sapporo)","Arihara K. [NIP] (L, 8-5)"," Ariyoshi Y. [CHI] (W, 6-5)",1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,8,6,1,1,0,0,0,0,0,0,1,3,0,0,4,2,2,10,1,0,35,31,0.229,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,1,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-16 21:00:00","Rakuten Gold. Eagles","Hiroshima Carp",Finished,0,,"Rakuten Seimei Park Miyagi (Senda",,,5,3,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-09 20:00:00","Hanshin Tigers","Chunichi Dragons",Finished,0,,"Koshien Stadium (Nishinomiy",,,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-07 01:00:00","Fukuoka S. Hawks","Seibu Lions",Finished,0,,"PayPay Dome (Fukuok",,,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-31 22:00:00","Chiba Lotte Marines","Rakuten Gold. Eagles",Finished,29073,,"ZOZO Marine Stadium (Chiba)","Sakai T. [CHI] (W, 2-6)"," Ikeda T. [RAK] (L, 1-5)",5,4,0,0,0,0,4,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,1,2,0,0,0,0,1,0,5,4,0,0,6,3,2,11,1,2,31,36,0.29,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,5,3,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,1,1,1,8,6,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-04-18 02:00:00","Hiroshima Carp","Yakult Swallows",Finished,31473,,"MAZDA Zoom-Zoom Stadium (Hiroshima)","Nakamura Y. [HIR] (W, 3-4)"," Huff D. [YAK] (L, 3-6)",3,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,5,0,2,0,0,0,0,0,2,2,2,0,0,4,3,5,8,1,0,26,30,0.154,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-08-31 02:00:00","Rakuten Gold. Eagles","Fukuoka S. Hawks",Finished,24112,,"Rakuten Seimei Park Miyagi (Sendai)","Fujihira S. [RAK] (L, 4-7)"," Senga K. [FUK] (W, 13-7)",1,7,1,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,10,0,1,0,0,0,0,0,3,1,7,0,0,2,4,8,5,0,1,31,36,0.129,0.278,2,2,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,2,0,1,5,5,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-30 21:00:00","Fukuoka S. Hawks","Orix Buffaloes",Finished,38530,,"PayPay Dome (Fukuoka)","Takeda S. [FUK] (L, 4-9)"," Tajima D. [ORI] (W, 6-3)",4,8,1,0,0,0,0,1,0,0,0,0,1,3,0,4,0,0,2,0,0,0,7,10,1,1,0,0,0,0,2,2,4,8,0,0,4,3,7,6,3,1,32,37,0.219,0.27,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,0,0,2,4,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,1,1,1,5,6,0,1,1,2,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-06-07 02:00:00","Hiroshima Carp","Nippon Ham Fighters",Finished,31441,,"MAZDA Zoom-Zoom Stadium (Hiroshima)","Nakamura Y. [HIR] (L, 3-4)"," Martinez N. [NIP] (W, 10-11)",4,8,0,0,0,0,0,7,2,0,0,0,0,1,2,0,0,0,0,0,0,0,8,9,1,0,0,0,0,0,1,1,4,7,0,0,2,8,9,9,0,0,34,36,0.235,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,5,0,0,0,0,0,0,0,1,0,7,0,0,0,4,1,1,0,0,4,8,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-06-27 02:00:00","Yakult Swallows","Chunichi Dragons",Finished,21557,,"Meiji Jingu Stadium (Tokyo)","Carasiti M. [YAK] (W, 7-3)"," Fujishima K. [CHU] (L, 3-1)",7,2,2,0,0,0,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,7,2,0,0,4,4,7,5,0,1,31,33,0.29,0.273,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,7,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-14 02:00:00","Nippon Ham Fighters","Orix Buffaloes",Finished,24341,,"Sapporo Dome (Sapporo)","Rodriguez B. [NIP] (W, 3-2)"," Roach D. [ORI] (L, 2-3)",4,3,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,8,6,0,1,0,0,0,0,0,0,4,3,0,0,5,3,4,8,0,2,28,32,0.286,0.188,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,5,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,3,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-12 02:00:00","Rakuten Gold. Eagles","Fukuoka S. Hawks",Finished,21025,,"Rakuten Seimei Park Miyagi (Sendai)","Karashima W. [RAK] (L, 4-9)"," Moinelo L. [FUK] (W, 5-1)",2,13,0,1,0,0,0,0,2,3,0,3,0,0,0,2,0,0,0,4,0,0,4,15,2,0,0,0,0,0,0,3,2,13,0,0,4,3,2,3,0,0,28,41,0.143,0.366,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,2,3,0,0,3,1,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,4,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-07-03 02:00:00","Nippon Ham Fighters","Seibu Lions",Finished,27749,,"Sapporo Dome (Sapporo)","Uwasawa N. [NIP] (L, 11-6)"," Togame K. [SEI] (W, 5-9)",2,5,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,10,12,0,0,0,0,0,0,0,1,2,5,0,0,3,2,11,11,0,2,37,38,0.27,0.316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,4,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3,1,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,5,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,5,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
